,user.index,sugg.decision.utime,sugg.response.utime,sugg.device.since,interaction.count,send.active,send.sedentary,recognized.activity,tag.active,tag.indoor,tag.outdoor,tag.outdoor_snow,front.end.application,response,dec.location.category,dec.weather.condition,dec.temperature,dec.windspeed,dec.precipitation.chance,dec.snow,jbmins30,jbsteps30,jbmins60,jbsteps60,jbmins120,jbsteps120,Time of Day
6822,31,2016-01-12 16:47:11,2016-01-12 17:15:16,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,"store,point_of_interest,establishment",Overcast,-8.5,6.0,15.0,0.0,3.0,226.0,18.0,1659.0,28.0,2144.0,16:47:11
6823,31,2016-01-12 19:41:31,2016-01-12 19:41:52,0.0,0.0,False,True,STILL,False,True,True,False,com.android.mms,good,work,Overcast,-7.5,21.0,30.0,0.0,0.0,0.0,0.0,0.0,15.0,1327.0,19:41:31
6828,31,2016-01-13 19:42:41,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,home,Scattered Clouds,-8.8,3.1,15.0,0.0,0.0,0.0,0.0,0.0,17.0,1541.0,19:42:41
6834,31,2016-01-14 22:32:35,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,home,Mostly Cloudy,1.4,6.9,0.0,0.0,0.0,0.0,2.0,37.0,3.0,69.0,22:32:35
6835,31,2016-01-15 00:01:03,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,home,Clear,0.0,2.7,0.0,0.0,5.0,189.0,15.0,782.0,15.0,782.0,00:01:03
6836,31,2016-01-15 14:30:48,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,home,Clear,2.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14:30:48
6839,31,2016-01-15 22:31:00,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"meal_takeaway,meal_delivery,restaurant,food,point_of_interest,establishment",Rain,2.8,8.9,41.0,0.0,3.0,54.0,5.0,93.0,8.0,222.0,22:31:00
6844,31,2016-01-16 22:32:10,2016-01-16 22:44:28,0.0,0.0,True,False,STILL,True,True,False,False,OFF,good,"general_contractor,roofing_contractor,home_goods_store,store,point_of_interest,establishment",Snow,-5.3,5.8,56.0,5.0,3.0,125.0,9.0,365.0,9.0,365.0,22:32:10
6851,31,2016-01-18 14:30:47,Unknown,0.0,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"general_contractor,roofing_contractor,home_goods_store,store,point_of_interest,establishment",Overcast,-14.2,5.8,30.0,0.0,11.0,483.0,15.0,634.0,52.0,2238.0,14:30:47
6854,31,2016-01-18 22:31:51,Unknown,0.0,-1.0,True,False,UNKNOWN,True,True,True,True,OFF,No Response,home,Overcast,-10.6,2.6,1.0,0.0,3.0,152.0,5.0,262.0,13.0,518.0,22:31:51
6858,31,2016-01-19 19:42:07,2016-01-19 19:42:37,0.0,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Partly Cloudy,-6.1,12.1,0.0,0.0,0.0,0.0,1.0,19.0,27.0,2155.0,19:42:07
6860,31,2016-01-20 00:02:33,Unknown,0.0,-1.0,True,False,STILL,True,True,False,False,OFF,No Response,work,Clear,-9.3,0.0,0.0,0.0,17.0,1366.0,24.0,1609.0,27.0,1658.0,00:02:33
6861,31,2016-01-20 14:31:47,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,home,Overcast,-10.2,4.0,24.0,0.0,30.0,2805.0,38.0,3459.0,39.0,3476.0,14:31:47
6862,31,2016-01-20 16:46:47,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,work,Snow,-8.1,0.9,0.0,0.0,6.0,304.0,6.0,304.0,28.0,1954.0,16:46:47
6864,31,2016-01-20 22:32:35,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,com.sec.android.app.launcher,No Response,work,Overcast,-6.4,4.0,0.0,0.0,19.0,1161.0,25.0,1341.0,25.0,1341.0,22:32:35
6865,31,2016-01-21 00:01:52,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,home,Clear,-7.5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1305.0,00:01:52
6868,31,2016-01-21 19:41:16,2016-01-21 19:42:22,0.0,0.0,False,True,STILL,False,True,True,False,com.google.android.gm,good,work,Overcast,-3.7,4.9,2.0,0.0,1.0,2.0,1.0,2.0,7.0,238.0,19:41:16
6880,31,2016-01-24 00:00:53,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,com.sec.android.app.launcher,No Response,home,Clear,-3.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,12.0,703.0,00:00:53
6885,31,2016-01-25 00:01:53,Unknown,0.0,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"jewelry_store,store,point_of_interest,establishment",Overcast,0.2,0.0,0.0,0.0,8.0,189.0,12.0,264.0,13.0,290.0,00:01:53
6894,31,2016-01-26 22:32:01,2016-01-26 23:02:03,0.0,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"bar,restaurant,food,point_of_interest,establishment",Overcast,0.8,3.3,15.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,22:32:01
6895,31,2016-01-27 00:02:29,2016-01-27 00:33:08,0.0,0.0,False,True,STILL,False,True,True,True,OFF,no_response,"bar,restaurant,food,point_of_interest,establishment",Overcast,0.6,2.8,15.0,0.0,1.0,19.0,8.0,422.0,12.0,494.0,00:02:29
6896,31,2016-01-27 14:31:06,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,home,Mostly Cloudy,-1.2,3.8,15.0,0.0,5.0,265.0,20.0,1578.0,20.0,1578.0,14:31:06
6898,31,2016-01-27 19:41:44,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,work,Overcast,-1.3,4.9,15.0,0.0,0.0,0.0,0.0,0.0,7.0,403.0,19:41:44
6903,31,2016-01-28 19:41:12,2016-01-28 19:41:23,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Overcast,1.8,8.1,74.0,5.0,2.0,82.0,2.0,82.0,11.0,488.0,19:41:12
6907,31,2016-01-29 16:46:17,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,com.google.android.googlequicksearchbox:search,No Response,work,Mostly Cloudy,-4.4,4.0,0.0,0.0,15.0,1358.0,30.0,2369.0,50.0,4003.0,16:46:17
6912,31,2016-01-30 16:46:34,2016-01-30 16:48:14,0.0,0.0,True,False,STILL,True,False,True,False,OFF,good,"campground,park,lodging,point_of_interest,establishment",Partly Cloudy,6.0,1.3,0.0,0.0,15.0,1094.0,45.0,4187.0,96.0,8963.0,16:46:34
6913,31,2016-01-30 19:41:36,2016-01-30 19:51:38,0.0,0.0,True,False,STILL,True,False,True,False,OFF,good,"restaurant,food,point_of_interest,establishment",Mostly Cloudy,9.8,3.2,0.0,0.0,4.0,170.0,10.0,482.0,17.0,901.0,19:41:36
6919,31,2016-01-31 22:32:09,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,com.atami.mgodroid,No Response,home,Overcast,10.0,2.2,18.0,0.0,4.0,106.0,10.0,260.0,22.0,747.0,22:32:09
6920,31,2016-02-01 00:01:34,Unknown,0.0,-1.0,True,False,UNKNOWN,True,True,True,True,com.sec.android.app.launcher,No Response,home,Overcast,9.6,5.4,36.0,0.0,9.0,319.0,10.0,353.0,10.0,353.0,00:01:34
6921,31,2016-02-01 14:31:41,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,home,Clear,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1388.0,18.0,1388.0,14:31:41
6923,31,2016-02-01 19:40:52,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,home,Clear,8.4,2.2,0.0,0.0,3.0,84.0,4.0,106.0,24.0,1603.0,19:40:52
6924,31,2016-02-01 22:31:49,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,work,Clear,6.9,4.9,0.0,0.0,16.0,1275.0,16.0,1275.0,17.0,1303.0,22:31:49
6925,31,2016-02-02 00:01:57,Unknown,0.0,-1.0,True,False,UNKNOWN,True,True,True,True,com.atami.mgodroid,No Response,home,Clear,1.5,0.0,0.0,0.0,4.0,126.0,9.0,314.0,9.0,314.0,00:01:57
6928,31,2016-02-02 19:42:06,2016-02-02 19:48:40,0.0,0.0,True,False,STILL,True,False,True,False,com.sec.android.app.launcher,good,work,Mostly Cloudy,4.3,6.0,15.0,0.0,1.0,14.0,1.0,14.0,30.0,2067.0,19:42:06
6929,31,2016-02-02 22:34:26,2016-02-02 22:36:42,0.0,0.0,True,False,STILL,True,True,True,False,OFF,good,"restaurant,food,point_of_interest,establishment",Light Rain,2.7,4.5,100.0,0.0,4.0,141.0,5.0,180.0,6.0,220.0,22:34:26
6930,31,2016-02-03 00:02:07,Unknown,0.0,-1.0,False,True,STILL,False,True,True,True,OFF,No Response,home,Overcast,1.7,2.2,43.0,0.0,11.0,693.0,25.0,1196.0,67.0,3944.0,00:02:07
6931,31,2016-02-03 14:31:00,2016-02-03 14:31:05,0.0,0.0,True,False,STILL,True,False,True,False,com.android.mms,good,"restaurant,food,point_of_interest,establishment",Mostly Cloudy,11.5,4.0,0.0,0.0,6.0,145.0,6.0,145.0,6.0,145.0,14:31:00
6933,31,2016-02-03 19:41:37,Unknown,0.0,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"book_store,store,point_of_interest,establishment",Overcast,10.0,22.0,88.0,0.0,0.0,0.0,1.0,19.0,11.0,397.0,19:41:37
6939,31,2016-02-04 22:31:11,2016-02-04 22:31:27,0.0,0.0,True,False,STILL,True,True,True,False,OFF,good,"store,point_of_interest,establishment",Overcast,8.1,0.0,0.0,0.0,10.0,852.0,11.0,897.0,11.0,897.0,22:31:11
6940,31,2016-02-05 00:02:56,2016-02-05 00:03:13,0.0,0.0,False,True,STILL,False,True,True,False,OFF,bad,"restaurant,food,point_of_interest,establishment",Overcast,7.7,0.9,0.0,0.0,4.0,85.0,4.0,85.0,12.0,410.0,00:02:56
6943,31,2016-02-05 19:41:40,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"gym,health,point_of_interest,establishment",Partly Cloudy,7.7,0.0,0.0,0.0,28.0,1975.0,39.0,2290.0,56.0,3158.0,19:41:40
6944,31,2016-02-05 22:31:33,Unknown,0.0,-1.0,True,False,UNKNOWN,True,True,True,True,OFF,No Response,"cafe,food,store,point_of_interest,establishment",Partly Cloudy,4.2,0.0,0.0,0.0,0.0,0.0,7.0,292.0,9.0,357.0,22:31:33
6945,31,2016-02-06 00:04:36,Unknown,0.0,-1.0,True,False,UNKNOWN,True,True,True,True,OFF,No Response,"bar,restaurant,food,point_of_interest,establishment",Clear,2.1,0.0,0.0,0.0,2.0,43.0,2.0,43.0,10.0,537.0,00:04:36
6950,31,2016-02-07 00:02:01,2016-02-07 00:02:12,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,"bar,restaurant,food,point_of_interest,establishment",Scattered Clouds,0.7,0.0,0.0,0.0,17.0,1187.0,17.0,1187.0,48.0,3863.0,00:02:01
6954,31,2016-02-07 22:31:49,2016-02-07 22:33:03,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Overcast,7.7,0.9,0.0,0.0,0.0,0.0,19.0,1902.0,37.0,3578.0,22:31:49
6958,31,2016-02-08 19:41:33,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,home,Mostly Cloudy,6.2,2.2,15.0,0.0,0.0,0.0,0.0,0.0,22.0,1587.0,19:41:33
6959,31,2016-02-08 22:34:34,2016-02-08 22:40:23,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,"store,point_of_interest,establishment",Overcast,3.1,0.0,1.0,0.0,19.0,1503.0,33.0,2128.0,34.0,2153.0,22:34:34
6962,31,2016-02-09 16:47:07,Unknown,0.430555555555556,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"restaurant,food,point_of_interest,establishment",Light Snow,-0.7,3.1,47.0,3.0,1.0,23.0,11.0,396.0,23.0,1046.0,16:47:07
6965,32,2015-11-24 14:16:05,2015-11-24 14:16:41,0.0386111111111111,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,good,"car_repair,car_dealer,store,point_of_interest,establishment",Overcast,-0.8,0.0,0.0,0.0,2.0,68.0,2.0,68.0,14.0,408.0,14:16:05
6969,32,2015-11-25 01:02:19,2015-11-25 01:03:54,0.0133333333333333,0.0,False,True,STILL,False,True,True,False,OFF,good,"electronics_store,store,point_of_interest,establishment",Partly Cloudy,-0.9,0.0,0.0,0.0,0.0,0.0,10.0,583.0,20.0,911.0,01:02:19
6970,32,2015-11-25 14:16:30,Unknown,0.0588888888888889,-1.0,True,False,STILL,True,False,True,False,com.um.heartsteps,No Response,"furniture_store,hardware_store,home_goods_store,store,point_of_interest,establishment",Haze,2.8,0.0,0.0,0.0,0.0,0.0,8.0,254.0,10.0,299.0,14:16:30
6973,32,2015-11-25 22:52:06,2015-11-25 22:52:37,0.157777777777778,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,"furniture_store,hardware_store,home_goods_store,store,point_of_interest,establishment",Clear,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,22:52:06
6975,32,2015-11-26 14:16:33,Unknown,0.0111111111111111,-1.0,True,False,STILL,True,False,True,False,com.um.heartsteps,No Response,"furniture_store,hardware_store,home_goods_store,store,point_of_interest,establishment",Overcast,7.9,0.0,35.0,0.0,0.0,0.0,0.0,0.0,5.0,155.0,14:16:33
6978,32,2015-11-26 22:50:55,2015-11-26 23:21:16,0.0822222222222222,0.0,True,False,STILL,True,True,True,False,OFF,no_response,"jewelry_store,store,point_of_interest,establishment",Mostly Cloudy,14.2,2.0,0.0,0.0,2.0,31.0,7.0,214.0,10.0,331.0,22:50:55
6981,32,2015-11-27 17:31:34,2015-11-27 17:32:38,0.0013888888888888,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,bad,"furniture_store,hardware_store,home_goods_store,store,point_of_interest,establishment",Light Rain,12.6,0.0,41.0,0.0,4.0,96.0,4.0,96.0,15.0,391.0,17:31:34
6983,32,2015-11-27 22:51:30,2015-11-27 23:05:41,0.481388888888889,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,"restaurant,bar,food,point_of_interest,establishment",Rain,3.9,6.0,66.0,0.0,8.0,464.0,19.0,1017.0,38.0,1689.0,22:51:30
6988,32,2015-11-28 22:51:31,2015-11-28 22:52:04,0.0061111111111111,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,bad,"furniture_store,hardware_store,home_goods_store,store,point_of_interest,establishment",Clear,0.3,0.0,0.0,0.0,9.0,266.0,10.0,288.0,31.0,917.0,22:51:31
6989,32,2015-11-29 01:04:11,2015-11-29 01:09:23,0.668888888888889,0.0,False,True,STILL,False,True,True,False,OFF,bad,"car_repair,car_dealer,store,point_of_interest,establishment",Clear,-1.3,0.0,0.0,0.0,5.0,240.0,7.0,294.0,10.0,379.0,01:04:11
6994,32,2015-11-30 01:01:52,2015-11-30 01:18:53,0.0427777777777778,0.0,False,True,STILL,False,True,True,False,OFF,good,"jewelry_store,store,point_of_interest,establishment",Partly Cloudy,-2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01:01:52
6995,32,2015-11-30 14:37:49,Unknown,1.97722222222222,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"university,point_of_interest,establishment",Clear,1.5,0.9,0.0,0.0,7.0,280.0,10.0,377.0,15.0,465.0,14:37:49
6998,32,2015-11-30 22:51:43,2015-11-30 23:22:06,0.104166666666667,1.0,True,False,UNKNOWN,True,True,True,True,OFF,no_response,"home_goods_store,store,point_of_interest,establishment",Clear,4.7,2.0,0.0,0.0,9.0,263.0,20.0,639.0,26.0,796.0,22:51:43
7000,32,2015-12-01 14:17:51,2015-12-01 14:47:53,0.913055555555556,0.0,False,True,STILL,False,False,True,False,OFF,no_response,"meal_takeaway,restaurant,food,point_of_interest,establishment",Overcast,6.0,1.0,57.0,0.0,5.0,123.0,5.0,123.0,13.0,366.0,14:17:51
7002,32,2015-12-01 19:02:30,Unknown,0.752222222222222,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"meal_takeaway,restaurant,food,point_of_interest,establishment",Overcast,8.6,2.0,0.0,0.0,5.0,114.0,10.0,316.0,16.0,449.0,19:02:30
7003,32,2015-12-01 22:52:51,Unknown,0.168888888888889,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"furniture_store,hardware_store,home_goods_store,store,point_of_interest,establishment",Clear,7.4,5.3,2.0,0.0,1.0,29.0,1.0,29.0,1.0,29.0,22:52:51
7017,32,2015-12-04 19:02:01,2015-12-04 19:32:19,0.634166666666667,0.0,True,False,STILL,True,False,True,False,OFF,no_response,"meal_takeaway,restaurant,food,point_of_interest,establishment",Overcast,7.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19:02:01
7019,32,2015-12-05 01:01:12,2015-12-05 01:01:55,0.0425,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,"furniture_store,hardware_store,home_goods_store,store,point_of_interest,establishment",Clear,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01:01:12
7022,32,2015-12-05 19:01:30,2015-12-05 19:16:05,0.206111111111111,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,good,"furniture_store,hardware_store,home_goods_store,store,point_of_interest,establishment",Overcast,1.7,3.2,0.0,0.0,0.0,0.0,9.0,412.0,28.0,1174.0,19:01:30
7023,32,2015-12-05 22:51:52,Unknown,0.743888888888889,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"meal_takeaway,restaurant,food,point_of_interest,establishment",Overcast,1.1,1.3,0.0,0.0,5.0,104.0,23.0,1566.0,68.0,4913.0,22:51:52
7028,32,2015-12-06 22:51:45,2015-12-06 22:52:10,0.359722222222222,0.0,True,False,STILL,True,True,False,False,OFF,good,"pharmacy,store,health,point_of_interest,establishment",Partly Cloudy,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,18.0,8.0,207.0,22:51:45
7029,32,2015-12-07 01:04:03,2015-12-07 01:34:13,0.490277777777778,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"pharmacy,store,health,point_of_interest,establishment",Partly Cloudy,-1.3,0.0,0.0,0.0,3.0,63.0,12.0,686.0,13.0,730.0,01:04:03
7031,32,2015-12-07 17:32:21,2015-12-07 18:03:23,4.93416666666667,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"meal_takeaway,restaurant,food,point_of_interest,establishment",Clear,5.6,1.9,0.0,0.0,0.0,0.0,7.0,555.0,7.0,555.0,17:32:21
7032,32,2015-12-07 19:41:53,2015-12-07 20:12:45,7.09305555555556,0.0,False,True,STILL,False,False,True,False,OFF,no_response,"meal_takeaway,restaurant,food,point_of_interest,establishment",Clear,8.1,1.0,0.0,0.0,2.0,33.0,14.0,396.0,30.0,828.0,19:41:53
7035,32,2015-12-08 14:48:29,2015-12-08 14:48:44,0.0183333333333333,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,"meal_takeaway,restaurant,food,point_of_interest,establishment",Overcast,3.6,3.4,0.0,0.0,2.0,63.0,8.0,293.0,15.0,449.0,14:48:29
7036,32,2015-12-08 17:31:30,2015-12-08 17:31:46,0.0269444444444444,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,good,"meal_takeaway,restaurant,food,point_of_interest,establishment",Overcast,4.4,11.0,0.0,0.0,2.0,85.0,9.0,323.0,13.0,643.0,17:31:30
7043,32,2015-12-09 22:50:58,2015-12-09 23:04:37,0.457222222222222,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,good,"convenience_store,food,store,point_of_interest,establishment",Overcast,9.8,3.0,0.0,0.0,8.0,244.0,14.0,627.0,14.0,627.0,22:50:58
7046,32,2015-12-10 17:31:37,Unknown,4.84611111111111,-1.0,False,True,STILL,False,False,True,False,OFF,No Response,"park,point_of_interest,establishment",Clear,10.7,10.0,0.0,0.0,4.0,179.0,7.0,255.0,8.0,279.0,17:31:37
7050,32,2015-12-11 14:17:22,Unknown,0.728611111111111,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"meal_takeaway,restaurant,food,point_of_interest,establishment",Clear,7.6,2.3,0.0,0.0,7.0,206.0,13.0,319.0,22.0,493.0,14:17:22
7053,32,2015-12-11 22:51:31,2015-12-11 23:22:20,0.716944444444444,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,no_response,"store,point_of_interest,establishment",Partly Cloudy,11.2,0.0,0.0,0.0,2.0,85.0,4.0,153.0,18.0,922.0,22:51:31
7055,32,2015-12-12 14:16:46,2015-12-12 14:20:52,0.0569444444444444,13.0,True,False,STILL,True,False,True,False,com.um.heartsteps,good,"furniture_store,hardware_store,home_goods_store,store,point_of_interest,establishment",Overcast,9.3,1.6,0.0,0.0,0.0,0.0,5.0,198.0,16.0,460.0,14:16:46
7057,32,2015-12-12 19:01:28,2015-12-12 19:32:03,0.968250000013245,0.0,False,True,STILL,False,False,True,False,OFF,no_response,"store,point_of_interest,establishment",Overcast,14.1,0.0,0.0,0.0,5.0,148.0,6.0,169.0,20.0,835.0,19:01:28
7060,32,2015-12-13 14:19:38,2015-12-13 14:50:09,0.840277777777778,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"grocery_or_supermarket,food,store,point_of_interest,establishment",Overcast,14.4,0.0,0.0,0.0,3.0,129.0,3.0,129.0,9.0,350.0,14:19:38
7061,32,2015-12-13 17:32:56,2015-12-13 17:36:29,2.45916666666667,0.0,False,True,STILL,False,False,True,False,OFF,bad,"grocery_or_supermarket,food,store,point_of_interest,establishment",Partly Cloudy,15.2,4.2,0.0,0.0,2.0,47.0,5.0,167.0,5.0,167.0,17:32:56
7063,32,2015-12-13 22:50:59,2015-12-13 23:21:08,0.198888888888889,0.0,True,False,STILL,True,True,True,False,OFF,no_response,"restaurant,food,point_of_interest,establishment",Partly Cloudy,14.9,0.0,0.0,0.0,1.0,25.0,7.0,270.0,23.0,705.0,22:50:59
7064,32,2015-12-14 01:02:30,2015-12-14 01:32:35,2.39083333333333,0.0,False,True,STILL,False,True,True,True,OFF,no_response,"beauty_salon,clothing_store,store,point_of_interest,establishment",Partly Cloudy,14.7,1.0,0.0,0.0,8.0,220.0,10.0,347.0,13.0,411.0,01:02:30
7069,32,2015-12-15 01:01:49,2015-12-15 01:02:08,0.0116666666666667,0.0,False,True,STILL,False,True,True,True,OFF,good,"furniture_store,hardware_store,home_goods_store,store,point_of_interest,establishment",Partly Cloudy,8.6,2.2,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01:01:49
7071,32,2015-12-15 17:32:00,2015-12-15 18:02:30,1.43527777777778,0.0,False,True,STILL,False,True,True,True,OFF,no_response,"meal_takeaway,restaurant,food,point_of_interest,establishment",Overcast,6.6,1.0,0.0,0.0,3.0,66.0,8.0,246.0,31.0,1406.0,17:32:00
7072,32,2015-12-15 19:46:54,2015-12-15 20:00:14,0.0141666666666667,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,"meal_takeaway,restaurant,food,point_of_interest,establishment",Overcast,5.9,1.0,0.0,0.0,3.0,113.0,4.0,144.0,12.0,357.0,19:46:54
7076,32,2015-12-16 17:31:31,2015-12-16 18:01:34,1.59527777777778,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"store,point_of_interest,establishment",Overcast,7.0,1.6,15.0,0.0,0.0,0.0,1.0,36.0,1.0,36.0,17:31:31
7077,32,2015-12-16 19:01:30,2015-12-16 19:01:41,0.005,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,"furniture_store,hardware_store,home_goods_store,store,point_of_interest,establishment",Overcast,7.3,0.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19:01:30
7079,32,2015-12-17 01:01:50,2015-12-17 01:02:09,0.118611111111111,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,bad,"store,point_of_interest,establishment",Overcast,9.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,01:01:50
7088,32,2015-12-18 22:51:15,2015-12-18 22:57:42,0.0155555555555556,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,good,"store,point_of_interest,establishment",Snow,-1.9,4.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,22:51:15
7091,32,2015-12-19 17:31:44,2015-12-19 18:02:05,0.365,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"store,point_of_interest,establishment",Overcast,-1.8,4.5,0.0,0.0,0.0,0.0,2.0,82.0,6.0,205.0,17:31:44
