,user.index,sugg.decision.utime,sugg.response.utime,sugg.device.since,interaction.count,send.active,send.sedentary,recognized.activity,tag.active,tag.indoor,tag.outdoor,tag.outdoor_snow,front.end.application,response,dec.location.category,dec.weather.condition,dec.temperature,dec.windspeed,dec.precipitation.chance,dec.snow,jbmins30,jbsteps30,jbmins60,jbsteps60,jbmins120,jbsteps120,Time of Day
4166,19,2015-10-11 11:31:54,Unknown,8.60166666666667,-1.0,True,False,STILL,True,False,True,False,com.um.heartsteps,No Response,"electronics_store,store,point_of_interest,establishment",Clear,7.7,1.6,1.0,0.0,3.0,84.0,9.0,311.0,15.0,614.0,11:31:54
4168,19,2015-10-11 19:01:33,Unknown,5.55,-1.0,False,True,STILL,False,False,True,False,OFF,No Response,"university,store,food,school,point_of_interest,establishment",Clear,23.3,5.0,0.0,0.0,1.0,74.0,1.0,74.0,32.0,2738.0,19:01:33
4170,19,2015-10-12 00:31:30,2015-10-12 00:31:48,0.0055555555555555,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,"electronics_store,store,point_of_interest,establishment",Clear,18.2,0.0,0.0,0.0,1.0,22.0,3.0,75.0,3.0,75.0,00:31:30
4171,19,2015-10-12 11:32:03,2015-10-12 11:45:03,0.488888888888889,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,"electronics_store,store,point_of_interest,establishment",Clear,10.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.0,11:32:03
4172,19,2015-10-12 16:36:58,2015-10-12 16:59:38,3.35277777777778,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,bad,"electronics_store,store,point_of_interest,establishment",Clear,22.2,0.4,0.0,0.0,3.0,103.0,5.0,189.0,6.0,213.0,16:36:58
4173,19,2015-10-12 19:01:33,2015-10-12 19:31:36,1.5675,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,no_response,"electronics_store,store,point_of_interest,establishment",Clear,24.4,2.7,15.0,0.0,1.0,20.0,1.0,20.0,6.0,141.0,19:01:33
4174,19,2015-10-12 22:01:49,2015-10-12 22:02:16,1.81527777777778,0.0,False,True,STILL,False,True,True,True,com.um.heartsteps,bad,"electronics_store,store,point_of_interest,establishment",Partly Cloudy,22.5,0.0,0.0,0.0,7.0,201.0,11.0,338.0,13.0,376.0,22:01:49
4176,19,2015-10-13 11:31:43,2015-10-13 11:36:48,0.337222222222222,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,bad,"electronics_store,store,point_of_interest,establishment",Overcast,11.6,3.4,15.0,0.0,9.0,480.0,22.0,1945.0,22.0,1945.0,11:31:43
4179,19,2015-10-13 22:01:42,2015-10-13 22:31:46,4.31861111111111,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,no_response,"electronics_store,store,point_of_interest,establishment",Overcast,12.6,3.8,0.0,0.0,4.0,105.0,9.0,516.0,30.0,2066.0,22:01:42
4180,19,2015-10-14 00:31:35,2015-10-14 01:01:48,0.2,0.0,True,False,STILL,True,True,True,True,com.um.heartsteps,no_response,"electronics_store,store,point_of_interest,establishment",Overcast,11.5,0.0,15.0,0.0,1.0,13.0,12.0,1272.0,18.0,1774.0,00:31:35
4181,19,2015-10-14 11:31:38,2015-10-14 11:31:52,0.468333333333333,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,"electronics_store,store,point_of_interest,establishment",Overcast,10.6,0.0,1.0,0.0,0.0,0.0,8.0,228.0,17.0,938.0,11:31:38
4183,19,2015-10-14 19:01:31,2015-10-14 19:01:56,6.79166666666667,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Mostly Cloudy,13.5,1.6,0.0,0.0,3.0,94.0,9.0,531.0,13.0,682.0,19:01:31
4185,19,2015-10-15 00:31:33,2015-10-15 01:01:34,5.49388888888889,0.0,True,False,STILL,True,True,True,True,OFF,no_response,"university,school,point_of_interest,establishment",Clear,10.1,2.0,0.0,0.0,0.0,0.0,13.0,1294.0,67.0,4486.0,00:31:33
4186,19,2015-10-15 11:31:39,2015-10-15 11:32:20,0.0394444444444444,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,bad,"electronics_store,store,point_of_interest,establishment",,-1024.0,-1.0,-1.0,-1.0,8.0,372.0,13.0,939.0,13.0,939.0,11:31:39
4187,19,2015-10-15 16:36:40,2015-10-15 17:06:41,0.734722222222222,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,no_response,"electronics_store,store,point_of_interest,establishment",Overcast,-1024.0,-1.0,-1.0,-1.0,11.0,1054.0,11.0,1054.0,33.0,2641.0,16:36:40
4197,19,2015-10-17 17:36:38,2015-10-17 17:37:20,1.24444444444444,0.0,True,False,STILL,True,False,True,False,OFF,good,"bar,restaurant,food,point_of_interest,establishment",Clear,8.2,12.0,0.0,0.0,6.0,290.0,10.0,443.0,32.0,2297.0,17:36:38
4198,19,2015-10-17 20:01:30,2015-10-17 20:01:46,0.616666666666667,0.0,True,False,UNKNOWN,True,True,True,True,OFF,bad,"electronics_store,store,point_of_interest,establishment",Partly Cloudy,11.6,0.0,0.0,0.0,17.0,643.0,29.0,1254.0,29.0,1254.0,20:01:30
4199,19,2015-10-17 23:02:31,2015-10-17 23:07:32,1.29694444444444,1.0,True,False,STILL,True,False,True,False,com.um.heartsteps,bad,"grocery_or_supermarket,food,store,point_of_interest,establishment",Clear,9.9,0.0,0.0,0.0,2.0,105.0,6.0,254.0,26.0,1251.0,23:02:31
4203,19,2015-10-18 20:01:53,2015-10-18 20:02:18,1.74333333333333,0.0,True,False,STILL,True,False,True,False,OFF,bad,"grocery_or_supermarket,food,store,point_of_interest,establishment",Clear,16.4,0.9,0.0,0.0,0.0,0.0,4.0,89.0,4.0,89.0,20:01:53
4204,19,2015-10-18 23:01:42,2015-10-18 23:02:00,4.74027777777778,0.0,True,False,STILL,True,True,True,False,OFF,bad,"grocery_or_supermarket,food,store,point_of_interest,establishment",Clear,12.9,0.0,0.0,0.0,1.0,18.0,4.0,77.0,4.0,77.0,23:01:42
4206,19,2015-10-19 12:31:51,2015-10-19 12:32:06,8.48666666666667,0.0,False,True,STILL,False,True,True,False,OFF,good,"grocery_or_supermarket,food,store,point_of_interest,establishment",Clear,9.5,0.4,0.0,0.0,3.0,116.0,3.0,116.0,3.0,116.0,12:31:51
4208,19,2015-10-19 20:01:34,2015-10-19 20:01:41,0.0072222222222222,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,bad,"grocery_or_supermarket,post_office,finance,food,store,point_of_interest,establishment",Clear,19.2,9.0,0.0,0.0,9.0,435.0,29.0,1410.0,53.0,3367.0,20:01:34
4209,19,2015-10-19 23:01:40,2015-10-19 23:17:14,1.20277777777778,0.0,True,False,STILL,True,False,True,False,OFF,bad,"electronics_store,store,point_of_interest,establishment",Clear,17.2,4.5,0.0,0.0,4.0,96.0,5.0,120.0,9.0,280.0,23:01:40
4211,19,2015-10-20 12:31:34,2015-10-20 12:51:32,7.60666666666667,0.0,False,True,STILL,False,True,True,True,OFF,bad,"electronics_store,store,point_of_interest,establishment",Partly Cloudy,12.1,0.4,15.0,0.0,1.0,30.0,1.0,30.0,3.0,90.0,12:31:34
4214,19,2015-10-20 23:01:36,2015-10-20 23:02:26,18.1072222222222,0.0,True,False,STILL,True,False,True,False,OFF,bad,"university,school,point_of_interest,establishment",Overcast,21.1,2.0,58.0,0.0,0.0,0.0,9.0,658.0,13.0,857.0,23:01:36
4218,19,2015-10-21 20:02:05,2015-10-21 20:04:51,16.9966666666667,0.0,False,True,STILL,False,True,True,False,OFF,bad,work,Partly Cloudy,22.0,12.1,0.0,0.0,6.0,345.0,7.0,396.0,10.0,518.0,20:02:05
4219,19,2015-10-21 23:01:32,Unknown,0.881944444444444,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,work,Overcast,22.3,6.9,4.0,0.0,1.0,13.0,1.0,13.0,7.0,194.0,23:01:32
4220,19,2015-10-22 01:31:30,2015-10-22 01:31:51,3.38138888888889,0.0,True,False,STILL,True,True,True,False,OFF,bad,"university,point_of_interest,establishment",Partly Cloudy,20.4,5.0,15.0,0.0,6.0,478.0,6.0,478.0,6.0,478.0,01:31:30
4227,19,2015-10-23 17:37:18,2015-10-23 18:07:51,13.9502777777778,0.0,True,False,STILL,True,True,True,False,OFF,no_response,work,Clear,13.8,4.0,0.0,0.0,9.0,247.0,13.0,350.0,15.0,420.0,17:37:18
4228,19,2015-10-23 20:02:15,2015-10-23 20:32:19,16.3661111111111,0.0,False,True,STILL,False,True,True,False,OFF,no_response,work,Clear,13.4,4.9,0.0,0.0,0.0,0.0,4.0,97.0,28.0,2008.0,20:02:15
4229,19,2015-10-23 23:01:30,Unknown,19.3536111111111,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"university,point_of_interest,establishment",Clear,11.4,2.9,0.0,0.0,0.0,0.0,9.0,725.0,51.0,3722.0,23:01:30
4233,19,2015-10-24 20:01:31,2015-10-24 20:01:48,0.0197222222222222,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,"electronics_store,store,point_of_interest,establishment",Overcast,20.4,4.5,39.0,0.0,3.0,64.0,3.0,64.0,6.0,173.0,20:01:31
4234,19,2015-10-24 23:01:30,2015-10-24 23:09:39,0.7775,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,bad,"electronics_store,store,point_of_interest,establishment",Overcast,16.0,0.2,15.0,0.0,1.0,23.0,2.0,51.0,2.0,51.0,23:01:30
4236,19,2015-10-25 12:33:10,2015-10-25 12:34:49,2.56805555555556,0.0,False,True,STILL,False,True,True,False,OFF,good,"electronics_store,store,point_of_interest,establishment",Clear,6.0,0.0,0.0,0.0,1.0,20.0,2.0,43.0,3.0,64.0,12:33:10
4237,19,2015-10-25 17:36:30,Unknown,2.14583333333333,-1.0,False,True,STILL,False,True,True,False,com.um.heartsteps,No Response,"electronics_store,store,point_of_interest,establishment",Clear,14.2,0.4,0.0,0.0,0.0,0.0,14.0,610.0,46.0,2332.0,17:36:30
4240,19,2015-10-26 01:32:18,2015-10-26 01:32:31,0.0319444444444444,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,bad,"electronics_store,store,point_of_interest,establishment",Clear,7.6,0.0,0.0,0.0,2.0,54.0,5.0,154.0,7.0,203.0,01:32:18
4242,19,2015-10-26 17:35:55,2015-10-26 17:51:22,4.39222222222222,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Clear,14.1,0.9,0.0,0.0,7.0,313.0,7.0,313.0,18.0,814.0,17:35:55
4243,19,2015-10-26 20:01:40,2015-10-26 20:17:17,6.82138888888889,0.0,False,True,STILL,False,True,True,False,OFF,bad,work,Clear,14.5,0.0,0.0,0.0,1.0,18.0,1.0,18.0,7.0,569.0,20:01:40
4245,19,2015-10-27 01:32:02,2015-10-27 01:32:11,1.35083333333333,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,bad,"electronics_store,store,point_of_interest,establishment",Clear,8.7,0.0,0.0,0.0,3.0,99.0,3.0,99.0,4.0,119.0,01:32:02
4246,19,2015-10-27 12:31:20,2015-10-27 12:31:35,0.0277777777777778,0.0,True,False,STILL,True,False,True,False,OFF,bad,"university,point_of_interest,establishment",Clear,7.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1694.0,12:31:20
4248,19,2015-10-27 20:02:07,2015-10-27 20:02:39,7.54083333333333,0.0,True,False,STILL,True,True,True,False,OFF,bad,work,Partly Cloudy,13.6,4.9,0.0,0.0,0.0,0.0,12.0,538.0,26.0,1485.0,20:02:07
4251,19,2015-10-28 12:31:31,2015-10-28 12:41:04,1.27361111111111,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,bad,"electronics_store,store,point_of_interest,establishment",Rain,11.4,2.0,65.0,0.0,10.0,757.0,10.0,757.0,10.0,757.0,12:31:31
4253,19,2015-10-28 20:00:54,2015-10-28 20:01:11,4.78055555555556,0.0,True,False,STILL,True,True,True,False,OFF,bad,work,Overcast,15.4,15.0,38.0,0.0,3.0,230.0,3.0,230.0,9.0,759.0,20:00:54
4254,19,2015-10-28 23:01:00,2015-10-28 23:31:07,7.78222222222222,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"university,school,point_of_interest,establishment",Overcast,14.8,16.1,5.0,0.0,7.0,254.0,13.0,460.0,19.0,571.0,23:01:00
4255,19,2015-10-29 01:31:43,2015-10-29 02:01:45,10.2941666666667,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"gym,university,health,point_of_interest,establishment",Overcast,12.6,7.0,0.0,0.0,22.0,1198.0,25.0,1331.0,71.0,4076.0,01:31:43
4256,19,2015-10-29 12:31:31,2015-10-29 12:32:01,9.47694444444445,0.0,True,False,STILL,True,False,True,False,OFF,bad,"university,point_of_interest,establishment",Clear,3.0,0.4,15.0,0.0,0.0,0.0,0.0,0.0,18.0,1773.0,12:31:31
4258,19,2015-10-29 20:01:30,2015-10-29 20:17:06,16.9766666666667,0.0,False,True,STILL,False,False,True,False,OFF,good,"museum,university,point_of_interest,establishment",Overcast,5.4,15.0,0.0,0.0,2.0,36.0,9.0,544.0,9.0,544.0,20:01:30
4259,19,2015-10-29 23:01:30,2015-10-29 23:17:52,19.9766666666667,0.0,False,True,STILL,False,True,True,False,OFF,bad,"electronics_store,store,point_of_interest,establishment",Overcast,5.8,13.0,1.0,0.0,12.0,396.0,19.0,613.0,30.0,1315.0,23:01:30
4261,19,2015-10-30 11:33:52,2015-10-30 11:44:38,0.445277777777778,0.0,True,False,STILL,True,True,True,False,OFF,good,"electronics_store,store,point_of_interest,establishment",Overcast,4.6,1.5,0.0,0.0,2.0,49.0,2.0,49.0,3.0,70.0,11:33:52
4262,19,2015-10-30 16:37:02,2015-10-30 17:07:05,5.49805555555556,0.0,False,True,STILL,False,False,True,False,OFF,no_response,"electronics_store,store,point_of_interest,establishment",Overcast,9.6,0.0,2.0,0.0,6.0,124.0,13.0,389.0,14.0,414.0,16:37:02
4263,19,2015-10-30 19:03:24,2015-10-30 19:03:36,1.41083333333333,0.0,False,True,STILL,False,True,True,False,OFF,good,"electronics_store,store,point_of_interest,establishment",Overcast,9.4,2.0,1.0,0.0,2.0,49.0,2.0,49.0,8.0,230.0,19:03:24
4264,19,2015-10-30 22:01:33,2015-10-30 22:01:46,4.38,0.0,False,True,STILL,False,True,True,False,OFF,good,"electronics_store,store,point_of_interest,establishment",Overcast,9.3,4.9,0.0,0.0,18.0,1184.0,31.0,1820.0,61.0,3778.0,22:01:33
4266,19,2015-10-31 11:34:10,2015-10-31 11:36:36,9.51722222222222,0.0,True,False,STILL,True,True,True,False,OFF,bad,"electronics_store,store,point_of_interest,establishment",Clear,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:34:10
4267,19,2015-10-31 16:36:37,2015-10-31 16:36:53,0.658055555555556,0.0,False,True,STILL,False,True,True,False,OFF,bad,"electronics_store,store,point_of_interest,establishment",Mostly Cloudy,9.1,2.0,15.0,0.0,3.0,59.0,6.0,172.0,14.0,476.0,16:36:37
4268,19,2015-10-31 19:01:09,2015-10-31 19:01:23,0.206388888888889,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,good,"electronics_store,store,point_of_interest,establishment",Overcast,9.1,0.4,46.0,0.0,9.0,328.0,10.0,381.0,35.0,1671.0,19:01:09
4269,19,2015-10-31 22:01:44,2015-10-31 22:17:53,0.581388888888889,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,bad,"electronics_store,store,point_of_interest,establishment",Overcast,8.4,5.6,23.0,0.0,0.0,0.0,2.0,46.0,3.0,66.0,22:01:44
4270,19,2015-11-01 00:32:08,2015-11-01 00:32:19,0.755833333333333,0.0,True,False,STILL,True,True,True,True,OFF,bad,"electronics_store,store,point_of_interest,establishment",Rain,8.7,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,87.0,00:32:08
4271,19,2015-11-01 12:31:53,2015-11-01 12:34:36,10.5,0.0,True,False,STILL,True,True,True,False,OFF,bad,"electronics_store,store,point_of_interest,establishment",Mostly Cloudy,9.0,3.8,0.0,0.0,3.0,68.0,6.0,168.0,11.0,350.0,12:31:53
4273,19,2015-11-01 20:01:35,2015-11-01 20:02:06,7.4525,0.0,False,True,STILL,False,True,True,False,OFF,bad,"electronics_store,store,point_of_interest,establishment",Clear,18.0,0.4,0.0,0.0,4.0,66.0,4.0,66.0,12.0,403.0,20:01:35
4274,19,2015-11-01 23:02:08,2015-11-01 23:02:14,10.4616666666667,0.0,True,False,STILL,True,False,True,False,OFF,bad,"electronics_store,store,point_of_interest,establishment",Clear,13.3,0.0,0.0,0.0,3.0,83.0,4.0,99.0,6.0,162.0,23:02:08
4277,19,2015-11-02 17:35:58,Unknown,14.5502777777778,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"restaurant,food,point_of_interest,establishment",Clear,19.1,3.0,0.0,0.0,11.0,945.0,13.0,978.0,13.0,978.0,17:35:58
4281,19,2015-11-03 12:31:40,2015-11-03 12:42:16,9.4925,1.0,True,False,STILL,True,True,True,True,OFF,bad,"electronics_store,store,point_of_interest,establishment",Clear,7.3,0.0,0.0,0.0,7.0,434.0,22.0,1852.0,22.0,1852.0,12:31:40
4283,19,2015-11-03 20:01:47,2015-11-03 20:02:01,7.32666666666667,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Clear,24.2,1.0,0.0,0.0,1.0,66.0,9.0,226.0,14.0,428.0,20:01:47
4284,19,2015-11-03 23:04:06,2015-11-03 23:20:54,10.3652777777778,0.0,True,False,STILL,True,True,True,False,OFF,bad,"university,point_of_interest,establishment",Clear,19.6,0.0,0.0,0.0,7.0,175.0,19.0,949.0,33.0,1897.0,23:04:06
4285,19,2015-11-04 01:31:36,2015-11-04 01:32:05,12.8236111111111,0.0,False,True,STILL,False,True,True,False,OFF,bad,"university,school,point_of_interest,establishment",Clear,16.1,6.9,0.0,0.0,7.0,169.0,14.0,540.0,23.0,1130.0,01:31:36
4286,19,2015-11-04 12:31:32,2015-11-04 12:31:44,9.48916666666667,0.0,True,False,STILL,True,False,True,False,OFF,good,"electronics_store,store,point_of_interest,establishment",Clear,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,870.0,12:31:32
4289,19,2015-11-04 23:01:52,2015-11-04 23:19:52,10.5027777777778,0.0,False,True,STILL,False,True,True,False,OFF,bad,work,Clear,18.7,0.0,0.0,0.0,7.0,152.0,13.0,673.0,21.0,1002.0,23:01:52
4297,20,2015-10-16 12:17:05,2015-10-16 12:17:33,0.203333333333333,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Clear,3.6,0.0,0.0,0.0,8.0,471.0,15.0,609.0,27.0,1134.0,12:17:05
4298,20,2015-10-16 16:20:05,2015-10-16 16:37:05,2.21944444444444,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Partly Cloudy,10.7,6.0,4.0,0.0,15.0,995.0,17.0,1065.0,19.0,1121.0,16:20:05
4302,20,2015-10-17 12:16:34,2015-10-17 12:19:19,0.0311111111111111,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Overcast,-0.5,0.9,15.0,0.0,0.0,0.0,14.0,634.0,32.0,1295.0,12:16:34
4306,20,2015-10-17 23:33:22,2015-10-17 23:34:00,0.0019444444444444,0.0,False,True,STILL,False,True,True,False,OFF,bad,home,Overcast,4.9,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23:33:22
4307,20,2015-10-18 12:18:04,2015-10-18 12:48:29,10.6255555555556,0.0,True,False,STILL,True,True,True,False,OFF,no_response,home,Overcast,0.5,9.5,0.0,0.0,0.0,0.0,1.0,21.0,4.0,84.0,12:18:04
4308,20,2015-10-18 16:18:16,2015-10-18 16:18:56,0.025,0.0,False,True,STILL,False,False,True,False,OFF,good,home,Partly Cloudy,7.4,11.4,0.0,0.0,6.0,337.0,15.0,708.0,19.0,866.0,16:18:16
4311,20,2015-10-18 23:36:59,2015-10-18 23:37:32,0.286666666666667,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Clear,3.7,0.0,0.0,0.0,0.0,0.0,2.0,40.0,5.0,131.0,23:36:59
4314,20,2015-10-19 18:31:34,2015-10-19 18:38:22,0.299444444444444,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Clear,17.3,10.1,0.0,0.0,4.0,322.0,9.0,588.0,19.0,841.0,18:31:34
4318,20,2015-10-20 16:16:37,2015-10-20 16:46:39,0.346388888888889,0.0,False,True,STILL,False,True,True,False,OFF,no_response,work,Clear,21.0,0.4,0.0,0.0,10.0,501.0,13.0,606.0,16.0,669.0,16:16:37
4319,20,2015-10-20 18:32:14,2015-10-20 18:32:51,0.0019444444444444,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,good,work,Partly Cloudy,22.7,4.9,0.0,0.0,5.0,192.0,7.0,285.0,12.0,467.0,18:32:14
4320,20,2015-10-20 21:46:47,2015-10-20 21:47:18,0.0005555555555555,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,good,home,Mostly Cloudy,21.5,3.5,45.0,0.0,5.0,165.0,12.0,408.0,27.0,895.0,21:46:47
4322,20,2015-10-21 12:17:08,2015-10-21 12:47:10,0.345555555555556,0.0,False,True,STILL,False,True,True,False,OFF,no_response,work,Overcast,12.6,0.0,52.0,0.0,4.0,156.0,4.0,156.0,11.0,525.0,12:17:08
4324,20,2015-10-21 18:31:48,2015-10-21 18:35:22,0.325555555555556,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Overcast,20.5,8.1,15.0,0.0,6.0,568.0,8.0,612.0,16.0,979.0,18:31:48
4329,20,2015-10-22 18:31:33,2015-10-22 18:46:55,0.0077777777777777,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,good,work,Mostly Cloudy,17.7,0.4,0.0,0.0,1.0,53.0,8.0,274.0,16.0,715.0,18:31:33
4330,20,2015-10-22 21:46:35,2015-10-22 21:50:07,0.0444444444444444,0.0,False,True,STILL,False,True,True,False,OFF,good,"food,home_goods_store,store,point_of_interest,establishment",Clear,16.4,1.0,0.0,0.0,1.0,20.0,6.0,181.0,12.0,404.0,21:46:35
4331,20,2015-10-22 23:31:32,2015-10-22 23:32:08,0.0238888888888889,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,good,home,Clear,12.3,0.0,0.0,0.0,5.0,120.0,6.0,163.0,6.0,163.0,23:31:32
4332,20,2015-10-23 12:16:37,2015-10-23 12:31:09,0.431111111111111,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Overcast,5.2,0.0,0.0,0.0,3.0,81.0,10.0,552.0,14.0,733.0,12:16:37
4333,20,2015-10-23 16:16:32,2015-10-23 16:16:53,0.0422222222222222,0.0,True,False,STILL,True,False,True,False,OFF,good,work,Clear,12.8,1.8,0.0,0.0,1.0,22.0,7.0,258.0,17.0,748.0,16:16:32
4336,20,2015-10-23 23:34:42,2015-10-23 23:37:35,1.06305555555556,0.0,False,True,STILL,False,True,True,False,OFF,good,"restaurant,food,point_of_interest,establishment",Clear,11.7,0.0,0.0,0.0,3.0,139.0,3.0,139.0,6.0,268.0,23:34:42
4337,20,2015-10-24 12:17:42,2015-10-24 12:47:44,7.70888888888889,0.0,True,False,STILL,True,True,True,False,OFF,no_response,home,Rain,12.2,0.4,0.0,0.0,0.0,0.0,2.0,67.0,3.0,101.0,12:17:42
4341,20,2015-10-24 23:34:56,2015-10-24 23:50:25,0.409722222222222,0.0,False,True,STILL,False,True,True,True,OFF,good,"gym,health,point_of_interest,establishment",Overcast,16.1,10.0,4.0,0.0,6.0,174.0,7.0,200.0,7.0,200.0,23:34:56
4342,20,2015-10-25 12:16:44,2015-10-25 12:46:46,11.1766666666667,0.0,True,False,STILL,True,False,True,False,OFF,no_response,home,Partly Cloudy,5.9,2.4,0.0,0.0,0.0,0.0,6.0,180.0,9.0,228.0,12:16:44
4347,20,2015-10-26 12:18:38,2015-10-26 12:19:44,1.39638888888889,0.0,True,False,STILL,True,False,True,False,OFF,good,"university,point_of_interest,establishment",Clear,1.3,0.0,0.0,0.0,1.0,24.0,5.0,131.0,9.0,222.0,12:18:38
4348,20,2015-10-26 16:18:43,2015-10-26 16:34:15,0.372777777777778,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Clear,13.5,1.3,0.0,0.0,8.0,179.0,8.0,179.0,10.0,221.0,16:18:43
4351,20,2015-10-26 23:35:26,2015-10-26 23:39:39,0.349166666666667,0.0,False,True,STILL,False,True,True,False,OFF,good,"airport,point_of_interest,establishment",Clear,10.8,1.0,0.0,0.0,5.0,98.0,7.0,216.0,7.0,216.0,23:35:26
4352,20,2015-10-27 12:18:34,2015-10-27 12:48:40,0.349722222222222,0.0,False,True,STILL,False,True,True,False,OFF,no_response,work,Clear,7.3,1.8,0.0,0.0,2.0,36.0,4.0,206.0,12.0,657.0,12:18:34
4353,20,2015-10-27 16:20:09,2015-10-27 16:20:30,2.04472222222222,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Clear,12.7,2.7,0.0,0.0,7.0,325.0,7.0,325.0,18.0,732.0,16:20:09
4354,20,2015-10-27 18:33:40,2015-10-27 18:49:12,0.0894444444444444,0.0,False,True,STILL,False,True,True,True,OFF,good,work,Partly Cloudy,13.9,6.0,0.0,0.0,1.0,19.0,8.0,372.0,18.0,767.0,18:33:40
4360,20,2015-10-28 21:46:37,2015-10-28 21:46:53,0.0138888888888889,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,good,home,Overcast,16.1,3.2,47.0,0.0,4.0,139.0,6.0,191.0,12.0,328.0,21:46:37
4361,20,2015-10-28 23:34:00,2015-10-28 23:35:16,0.0025,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Overcast,14.0,5.6,0.0,0.0,6.0,226.0,7.0,249.0,8.0,276.0,23:34:00
4363,20,2015-10-29 16:16:36,2015-10-29 16:46:39,0.146388888888889,0.0,True,False,STILL,True,False,True,False,OFF,no_response,"university,point_of_interest,establishment",Overcast,5.7,9.0,0.0,0.0,5.0,186.0,5.0,186.0,13.0,563.0,16:16:36
4366,20,2015-10-29 23:31:38,2015-10-29 23:37:16,1.70055555555556,0.0,True,False,UNKNOWN,True,True,True,True,OFF,good,"furniture_store,general_contractor,home_goods_store,store,point_of_interest,establishment",Overcast,6.1,9.3,2.0,0.0,7.0,205.0,7.0,205.0,8.0,238.0,23:31:38
4367,20,2015-10-30 12:18:03,2015-10-30 12:18:37,0.386666666666667,0.0,True,False,STILL,True,True,True,False,OFF,good,"university,point_of_interest,establishment",Overcast,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,12:18:03
4368,20,2015-10-30 16:16:37,2015-10-30 16:46:39,1.43888888888889,0.0,True,False,STILL,True,True,True,False,OFF,no_response,"university,point_of_interest,establishment",Overcast,8.6,1.0,6.0,0.0,8.0,325.0,9.0,351.0,13.0,473.0,16:16:37
4369,20,2015-10-30 18:31:44,2015-10-30 18:35:42,0.325472222235468,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Overcast,9.1,4.9,0.0,0.0,10.0,477.0,13.0,562.0,28.0,1262.0,18:31:44
4370,20,2015-10-30 21:46:51,2015-10-30 21:47:12,0.0133333333333333,0.0,True,False,STILL,True,True,True,False,OFF,good,home,Overcast,9.8,3.8,0.0,0.0,0.0,0.0,5.0,136.0,9.0,263.0,21:46:51
4372,20,2015-10-31 12:18:15,2015-10-31 12:48:16,10.5508333333333,0.0,False,True,STILL,False,True,True,False,OFF,no_response,home,Overcast,5.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12:18:15
4375,20,2015-10-31 21:47:45,2015-10-31 21:48:28,0.005,0.0,True,False,STILL,True,False,True,False,OFF,bad,home,Overcast,8.1,3.6,54.0,0.0,0.0,0.0,2.0,43.0,7.0,280.0,21:47:45
